i feel so enraged but helpless at the same time,0
i said feeling a bit rebellious,0
i woke up feeling particularly vile tried to ignore it but it got worse and worse and worse,0
i could feel the vile moth burrowing its way into my brain seeking my brain as a means to control and enslave me just as those nasty bug things did to chekov in star trek the wrath of khan,0
i have a pretty bad feeling the last two books will be rushed in terms of story,0
im looking right now so desperately looking for a creative project that i feel like i have had a hand in that i need to sit and write my fucking mother fucker of a fuck fuckers fucked play before i feel satisfied doing anything else,0
i feel sickened by and disgusted with the sins of man despite my divinity i feel sickened by and disgusted with the sins of man,0
i hated growing up i have no good memories of a life as an innocent child only the feeling of being hated and worthlessness consume the memories,0
when my kid brother broke my reading spectacles,0
i want to be generous but sometimes i feel greedy,0
i feel like talking in a snobbish uppity accent and responding with let me just say a lot while flipping my hair and then trying to pull the cheese wiz out of it,0
i know i feel agitated like the volcanos sudden movement i am thinking why cant i stop,0
i keep cards they are also leaves of past i would feel heartless to throw them away,0
i feel dissatisfied since ive been doing nothing,0
i was feeling rather agitated over something as i was departed home and yet i couldn t attest to any particular reason why i was experiencing such erratic type of emotions at that time,0
i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls,0
i feel rather disgusted after seeing his photography,0
i was feeling jealous and i said no im not jealous because i know where i stand,0
i feel like a petty girl whos wasting her time on a lost cause,0
i feel so angry at myself,0
i feel that these types of people are the most dangerous in any situation,0
it was in march when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch i got angry when he was telling me but the 0 didnt take long to fade,0
i feel enraged when some people are happy,0
i get that kind of pressure i start to feel irritated and i can quickly get angry and snappish,0
i am not angry or feeling jealous or envious with what actually took place just now but i was just being a lost n upset girl wondering some things that i should not be thinking not at this moment n never will,0
i am feeling quite cold,0
i know i am feeling frustrated and venting all my energy onto something that is very likely explain if i could look beyond the surface,0
im feeling hostile and irritated,0
i had a feeling she hated the new litter we got we get costco brand and she dislikes julius using the same box,0
i just get so attached to the guy im dating usually though its not this bad but iv been so emotional this last year that i just feel greedy and selfish for wanting him here at this very moment,0
im fairly certain that part of the reason i always choose awful frames is because i feel so rushed,0
i have 5d not feeling rushed here,0
i tried to be empathetic pretended to be empathetic and acted as if i was making sure to put the needs of my family before my own for example but keenly aware of feeling resentful at the same time,0
i feel as though this vicious cycle that life has thrown at me will never stop,0
i can feel if they are irritated angry sad or upset,0
i felt i won an argument afterwards i felt myself feeling somewhat hostile somehow separated by a long distance from you,0
the event which got me angry got also an aversion in me,0
i feel like the cardinals have fucked me more times than any other team in picks this season,0
i could feel the poisoned hateful angry buildup leaving and it made me feel lighter,0
im feeling petty and mean right now so im going to say this,0
i left her session feeling a little offended a little uncomfortable and a lot convinced i need a radical change in my life,0
i feel together a heartless beast subject book guest jp max online site xanax those your fish in stay,0
i also feel greedy and ashamed,0
i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,0
im feeling rather cranky today whether its from lack of sleep of horrible allergies im not sure,0
i don t feel insulted at all it s more like feeling proud actually,0
i know i m not alone in feeling deeply and horribly wronged outraged hurt scared and utterly defenseless,0
i think about it i feel violent,0
i feel so grouchy a class post count,0
im still feeling a bit grouchy,0
im feeling restless and need a good nights deep sleep,1
i was feeling restless by late morning and talked my cousin into giving me a lift to a local target store,1
i hate having that feeling when im unsure of what im exactly feeling and the cause of this feeling so all i feel is just suffocated,1
i am also able to feel if something strange went on in a house,1
i feel way more inhibited now that i live by and see the people who read my blog whereas when we were back east i didnt really worry about the judgements people made,1
ive made it this far the other part is feeling doubtful that ill be able to keep this pace up for the next two and a half years,1
i have been working with for quite a few years now i can feel pretty shy about my writings,1
i could possibly be doing or what i have done to make people feel intimidated by me,1
i feel like i can learn to approach food in a way that isnt neurotic and obsessive,1
i went there feeling much more scared than i was during all the weekend,1
i feel so tortured myself,1
damaged the tap in the residential hall,1
i was feeling and i told her i was feeling nervous about going into labor,1
i didn t even feel quite so frightened by that stage just numb and vaguely annoyed that i couldn t stop my arms from wobbling like jellies,1
i feel uncertain the tv show hot in cleveland on one of those business trip weeks i treated myself to an amazon prime membership not for the free day shipping but for all the free shows you can watch on the kindle fire,1
i just look at my woman and feel helpless,1
im feeling to him im so shy afraid scary,1
im feeling really reluctant to leave home,1
i feel like if i were less neurotic less clingy thinner smarter sexier more beautiful if i gave more that he would have wanted to stay despite his own problems,1
i feel pressured to have sex,1
i feel more distressed when i look towards people who head pakistan s state and governement,1
i gently say as though i ll be his shoulder to cry on like i ll make everything better although deep down i also feel totally distraught,1
i was feeling a little agitated and by a   your weight loss methods,1
i was feeling very shaken when suddenly i saw a boy standing very close perhaps a half meter away get hit by a bullet,1
i was feeling so distressed so it has been added to my notes that i should never be prescribed them again,1
i have been home from alaska for almost a week now and i admit it still feels strange to be back in nebraska,1
i feel weird saying it,1
i think if i reached deep enough into the disaster of my personality that i would find that the feeling i feel the strongest is terrified,1
i was going to do a video blog but im feeling sort of camera shy,1
i think the reason a lot of girls don t tend to like girls is because they feel insecure about themselves as a woman,1
im feeling a tad uncertain about it because i havent received the money yet for the hours i worked last month,1
i feel alarmed too that a meeting being conducted behind closed doors has such serious potential ramifications for personal liberty,1
i feel angry because i don t know my worth,1
i allowed my imagination to create scenarios about where the kids are going and begin to feel angry for their safety,1
i feel pressured by something i will think again what causes my stress,1
i dont have favorite fashion designers and i feel like thats weird to say but i choose to make my own trends and try to be original without influence,1
i will still try to take pictures and video but will always feel slightly unsure about my place,1
i can t feel vulnerable anywhere else i can feel vulnerable onstage,1
i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,1
i sat in my chair feeling highly agitated and ready to fight,1
im feeling nervous or out of my depth or on the edges of things well i can be a pretty critical judgmental person,1
i often feel mildly terrified but it passes,1
i am not what i am and looking at my own self and my performance i am feeling a little shaky and hence have to be clear in what i can make it up to enable such presentations reach the people with who i am associated with this poem came to my help,1
i stuck with u wo status feeling so insecure everytime,1
i feel helpless and i need to switch tabs to job street so i can afford to pay for future travels laugh,1
i get it sometimes it sounds weird and feels weird but in the end it can be absolutely beautiful,1
i guess as a child i had such high hopes and goals and dreams and i was made to feel i could accomplish anything only to be shaken out of my false reality,1
i havent eaten any fruit today yet i feel reluctant to break my fast,1
i feel intimidated when people spying me writing but at the end i am going to publish a post anyway,1
i did feel vulnerable like damn i let down my guard and i guess he knows too,1
ive returned feeling invigorated inspired and refreshed and im excited to catch up on your blogs read the latest online magazine issues and take at least three hours to repin on a   pinterest,2
i feel we achieved the knowledge and content as well as the creativity in presenting the topics of phishing and pharming,2
i feel like they give the academy awards and nominations to the most popular or controversial films instead of the best,2
i feel a little mellow today,2
i even leave feeling a little more intelligent than when i walked in because not only do i gain knowledge when i dont know an answer but i 4 myself when i get an answer right,2
i like super committed like to the point where i feel like i could honestly see myself marrying the person and am not a fan of casual sex or sex without 5 or any of that does your mate need to be taller than you,2
i was feeling very contented with life all of a sudden,2
i reach the stairs i run up them i feel triumphant and turn to the left to run along the edge of the cliff,2
i feel underestimated when some think i am being complacent,2
i feel my work is completely without artistic merit at well,2
i feel the need to be charming and witty and coming up with clever witticisms incessantly is hardly a small feat,2
i feel this is going to be a terrific fight,2
i feel had i not got my divine cream on the case my end story would have been very different,2
i feel now you sitting here comfortable with you family on this meaningful day but me i m not like you sir i have no one,2
i couldnt help but feel amused and slightly vindicated,2
i look around the components of my life i do feel rather successful and proud of the life i have created,2
im feeling lucky links will appear when you hover your cursor over a prediction below the search box,2
i feel more confident about myself and my ability to create good things than i have done in a long long time but on the other hand it seems as though this isn t the kind of 1 that i can just switch off,2
i fire up dark souls i ll plug my sense in i ll probably die half a hundred times but i know i ll come away feeling far more satisfied than if i d walked through the game yawning and slaughtering my foes without effort,2
i can t take issue with you if you own up to what u feel even if it may not be pc or popular,2
i feel as though im carefree,2
i had received the abi without the need to put in any effort myself will i feel contented today,2
i feel the tingle in my stomach and the pleasant fullness of satisfaction,2
im feeling this sort of momentum to write something for this very special day,2
i think i shield her from it simply because i feel like i m supposed to though for reasons i m not entirely sure,2
i remember being aware of it but feeling pleased that it seemed more like normal guy jealousy than the amped up variety he usually engaged in,2
i am a creature of habit i feel and think with my heart more often than my mind i worry about others put others before myself and would give anything to make the people around me feel safe and secure,2
i am starting to really feel contented in my role my longing for training and work doesnt feel so strong i am feeling really proud of what i am trying to achieve,2
i distinctly remember feeling so relieved when we reached the end of our section of homes and headed back to the car,2
i feel i ve learnt some valuable lessons from the presentation experience too,2
i am in an advent calendar mood i decided to cover mini themes to think about please feel free to pick and choose those relevant to your situation,2
i am feeling even more inspired,2
i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl,2
i was trying to channel a more sleazy feeling on some tracks or the idea of ugliness being glamorous,2
im feeling festive and i wanted to share with you the outfit i wore on yesterdays christmas eve dinner,2
i feel so joyful to walk there in the morning or afternoon and i have trained mirage to guide me along the hallways of the waterford to the entry outdoors to the gated entrance up the street to a crosswalk and on to the unlit area that leads to our home,2
i am feeling i really do appreciate your sincere concern and care,2
i could feel how glad he was to hug me and it felt like he had missed me and even though we couldnt kiss im sick and hes terrified of getting sick because of me i felt the love,2
i would like to feel triumphant about these his comments unfortunately it is not happening and no one appears to want to do any thing what is a huge constitutional failure,2
i dont usually look at the price it doesnt matter if theyre charging as long as i feel convinced that they will work with me be in touch and do all they can,2
i am really pleased with how my hair feels moisture and strong with little shedding and no breakage,2
i personally feel that it is a very creative present and everything packed inside a brown paper bag,2
i get that i feel for them and really am glad that im not in their position,2
i am feeling quite virtuous because we prolonged her life and because her life was by and large a good one with plenty of food and water and 5,2
i feel about fab diets,2
i am telling you i could use your help too and not just to save me from cockroaches reach things on the top shelf or make me feel safe at night,2
i am feeling so fantastic,2
ive been feeling so productive during this time,2
i tend to wear this when im feeling brave yet to try this shade during the day even on nights out i get strange looks from a certain type of scouse girl,2
i was walking with my new dress pants and a pair of new black leather enzo stilettos today and feeling fab,2
i noe eu jux wanna make mi smile too but inside eu feel so messy amp dunno how amp helpless,3
i always feel kind of lame buying best of compilations,3
i owe so much to this child this six year old girl who helped me get through a whole entire day without feeling shitty once,3
i know how it feels to be unloved,3
i couldnt do the lesson i was assigned for due to not having my voice ran around like a mad person because we were so busy almost fell down the stairs while at work hit my head on a railing and continued to feel a little crappy due to the congestion,3
i feel a little weepy right now,3
i feel kind of disillusioned right now,3
i feel as though i wasnt dragged over it nearly as much as some unfortunate souls are im still strong enough to fight,3
i feel any suffering while you took me,3
i remember being on work placement in kilkenny in feeling a bit low and miserable one week so i went to dubray books and bought books,3
i feel like i have never been so heartbroken and lost i need you abba i need you,3
i just feel that i lose out so much so unloved and so lost in the past and so sad for myself,3
im feeling a tad regretful because its as if id missed out on something sweet good sad,3
i was with lying and acting and feeling somewhat disturbed but not to the point of being driven to confession,3
i press the button to pay i wince i can t explain why but it just feels awful,3
i want to be healthy and happy so badly that the fact that i am healing and without my leg is making me feel useless not empty,3
i feel pretty ugly inside,3
im not even sure where to start but i think ive been crying my heart out too much that at a time like this i cant feel anything drained anymore,3
i am abused or i feel like i am abused comes also from a starting point of justice,3
i feel broke down,3
i also feel helpless because of events going on at home,3
i have knew that and i still feel heartbroken when he totally changed,3
i can understand the extent of the pain and mental abuse pushing the man to cry out and feel unjustly abused,3
im trying to type what i feel youre getting blamed,3
i feel like ive lost my optimism about finding my therapeutic family and i dont want to be in that place,3
i keep one at my desk for when i feel water gets a bit boring,3
im feeling troubled over how much damage a dysfunctional judicial branch can inflict on ordinary citizens i naturally think first of the current u,3
i feel that i have lost my entire world,3
i do battle with for the light then i stop to feel tragic people greet me are polite whats the day,3
i feel like there s more but i m drawing a blank,3
i feel so out of place and unwelcome,3
i feel like don quixote battling the windmills just as foolish just as delusional just as aimless,3
i wanna feel self harm interests me should have isolated myself from almost all humans with a dick by now,3
i am feeling sleep deprived again,3
i have no other plans i am feeling a little exhausted from life and a little full of emptiness,3
im here now is because im feeling a little bit depressed again,3
i had this horrible feeling throughout the book that something really awful would happen to him which would spark nathan to attack the council or something but the book went down a different route though i am still terrified arran will die in book two and i dont think i could take it,3
i have been feeling low and unwell and lost for the past couple of weeks,3
i 5 my job says it a thousand times i just hate when i feel abused,3
i feel so heartbroken about this,3
i feel resigned to this conversation and rather cheerless about its prospects,3
i feel it is regretful,3
i feel unloved lonely inadequate and trapped,3
im still feeling sentimental over the internship sobs,3
i feel very damaged,3
i think its because i feel helpless when im watching other people go through hardships even when im watching it on a screen,3
ive been feeling stressed and just out of touch with my physical and mental self lately,3
i was told should i feel the need to leave my mother at this tragic time could be bought from the hospital canteen floors below,3
i can eat whatever i want amp not feel unhappy about it and when i wake up the next day,3
i don t feel unimportant so much as i feel like one fast armored animal among many different kinds as entitled to this place as they are,3
i remember being young when i read the first one and feeling shocked at the things she was writing but now that i know about her and life a little more i wonder if theres a hidden value in that if theres something in reading these books beyond the initial secret thrill,4
i don t feel the impact i don t get stunned i feel like i m looking at my friend and nothing more,4
im feeling a little overwhelmed right now but i have lined up some wonderful women bloggers shop owners to take over for me this week,4
i just feel like responding in david letterman top ten format for you dad i didnt say these would be as funny as dls,4
i record here the hummingbirds i see the flowers i smell the news i hear the happenings i feel and the strange i taste,4
i feel so strange i need to find all the answers to my dreams when i sleep at night i hear the cries what does this mean,4
i decided to write my feelings thoughts dreams concerns all on a blog instead of my facebook since everyone says i have an amazing attitude about my situation,4
ive been up for so long i feel dazed and tired even though i napped for about hours or so after i finished the assignment today,4
i was walking to work this morning i could feel something strange inside of me,4
i have been feeling amazing on this cleanse day today,4
i feel overwhelmed by life and that s ok,4
i distinctly remember saying i miss being at home on a saturday night feeling amazing happiness watching movies in some soccer shorts and messy hair with my 5 instead of having to get dressed up go out and get drunk to look and feel pretty,4
i remember feeling 4d at the amount of pain or contractions it had taken to get me to the size of barely a peep hole,4
i didnt feel i could ride him forwards to show the amazing walk he really has,4
i catch her doing something she should not and i feel as if she would run away from me as soon as i scoop her up im amazed that shes already purring and kneading into my face,4
i remembering feeling stunned at the level of hatred i felt from them adults yes but children no,4
i feel as though my heart will simply break in two and even when i don t think i have any tears left to cry i am stunned as more begin pouring out,4
i cant remember the last time i drank alcohol which feels pretty strange seeing as my friends in the uk are drinking themselves silly at uni,4
i feel curious because didn t hear his voice since i take him in my back,4
i feel like i just got back from vacation and i was shocked when i realized yesterday that i have been home for almost two weeks not not one,4
i put my pen to paper and made a list of things i want to feel in and i was 4d to find how much easier it was to define my goals once i had defined my feelings,4
i havent really trotted him much in his hoof boots and i really wasnt sure how he would feel i was pleasantly 4d when after a couple slightly uneven steps he kicked in to gear and trotted like he had not had a lame day in his life,4
i feel extremely curious about those foods,4
i had a little chat and it amazes me how sometimes a phone call can change the way you feel its funny how people can miss each other so much that it almost makes them irritated with one another does that even make sense,4
i felt that made me feel 4d at myself the most was guilt when in actual fact i have done nothing wrong,4
i rotated my arm inward and happened to be feeling the back of that arm with my other hand and was shocked to feel how hard my tricep muscle was,4
i didn t experience a feeling of freedom or relief strange because i was so wrapped up with the cabin fever i thought i was going to go crazy,4
i feel strange or will i ever notice that,4
i feel like a sasquatch but im curious to see if i can keep it up,4
i was 4d but not 4d to hear of the closing of exodus international the other day if youre familiar with that mixed feeling of being 4d but not 4d,4
i wrote this post i was feeling incredibly overwhelmed and depressed and anxious,4
i have a feeling this is going to be amazing and create some huge changes for your super awesome life,4
i feel a strange connection to them a familiarity that most of the time i link to ancestral memory,4
i feel in some ways they have never need me more and i am still 4d by it at times,4
i feel like writing my memoirs and ive been so enthralled with nice performance last saturday im going to stretch my nostalgic muscles a bit,4
i began to feel impressed that zechariah was a chapter that had special relevance for this year and this upcoming season in the body of christ,4
i don t feel that i m in surprise i just bumped accidentally into your web page and was sad to discover that finally somebody understood the state  I will be,4
i feel amazed bout my mental strength and im not even thinking about giving up,4
i am feeling a bit overwhelmed by what i have and by the idea that i need to do something with it all other than add to it,4
i feel absolutely overwhelmed by it,4
i feel a little stunned in the middle of it unable,4
i feel pretty amazed that we seem to have a worldwide fan base,4
i feel a bit funny about mothers day,4
i feel weird about the fact that it feels like other women are more independent from their kids than i am,4
i do feel curious,4
i figure he can feel the lack of connection too so i am shocked when he suggests want to go to a movie,4
i want to get out there and feel as amazing as i once did on a run,4
i found out you had feelings for me i was curious to find out why you did and i saw this as more of a puzzle to solve at first and when i knew you really did 5 me then i started to analyze how i felt for you,4
i feel people are curious to human clones and it attracts an audience quickly,4
i feel a little funny including this self aggrandizing post but if im sticking true to the stats theres no denying its popularity,4
i would feel the gentle breeze on my skin and in the gentle swaying of the leaves of the willow and then also hearing the chirping of the birds or crickets with the sunlight peeking through,5
i have disappointed and will no doubt let someone down again and feel their frustration or lack of caring because of it,5
i still find myself feeling my 5 for my own sweet jack drifting away into that of a brotherly 5 rather than the passionate 5 i felt before,5
i feel naughty and i 5 it,5
i feel truly blessed to have him in my life,5
im feeling particularly slutty tonight so im stroking up against a yaoi paddle in my man shirt for kim on webcam along with other kinky acts,5
i felt like a valued client who meant something to the lexus organization and i feel like supporting the lexus team in every way possible,5
i can feel that there is no reason supporting there mere existence,5
i showered put on new underwear my best perfume then i got my most expensive lotion and rubbed it on my legs arms everywhere really doing it with feeling and caring for myself,5
i am feeling in a naughty and rebellious mood here are a couple of sneaky peaks of the pif which btw i have finished,5
i feel accepted around people who know what i went to prison for is my church,5
i 5 that this cleanser foams up nicely and feels extremely gentle on my skin while still being highly effective,5
i feel very passionate about democracy but find no arguments to support it,5
i have recently won some money on the ponies and are feeling generous there is a donation button on their website,5
im not feeling particularly generous at this precise moment ill be more direct this studio has been astonishingly stupid in how they have produced these movies,5
i feel like its dirtiness just sinks in and just leaves me longing for purity,5
im feeling pretty gracious for the east grand rapids cops who were actually helpful and secure,5
i 5 how utterly precious he makes me feel when hes around i feel lovely,5
i can feel it when you walk even when you talk it takes over me you re so tender i wanna know can you feel it too just like i do hoo,5
i feel as though ive been supportive to him,5
i feel that schools should be more sympathetic during these difficult times as parents may have many reasons for not wanting their child to see a doctor,5
i wanna be able to make foods that make you feel tender and warm all over na mea n,5
i feel blessed to be able to see that we didn t do anything,5
i keep this gif for very special occasion when i feel horny,5
i commit myself to show that regret guilt shame is only a feeling that is only created to hide from the reality of what i have accepted and allowed within myself and therefore cannot be trusted to be prudent in managing and directing my life while i experience and must live with the consequences,5
i feel that some of you loyal pistons fans are worried about the team and winning the title again,5
i went to my second yoga class one reason why i am feeling so gracious this time vinyasa last one was hatha which is more about holding poses and centering,5
i feel you here and you re picking up the pieces forever faithful it seemed out of my hands a bad situation but you are able and in your hands the pain and hurt look less like scars and more like character,5
i talked about our students she has fond feelings for hers i do not have particularly fond feelings for mine particularly what might be a saga i might soon be embroiled in where one of the universities i work for has already suggested that it is expedient to push up marks of some fee paying students,5
i feel so blessed to have my health as with your health you truly have everything,5
i feel romantic without being in 5,5
i hope that you are able to read at least on of these books as i feel like they have helped me get to where i am with the loving and acceptance of my precious piper,5
i feel it is romantic and rain is peaceful,5
i feel nostalgic as i type this those late night rants about something so petty that i thought i could remember forever but could not even recall it now,5
i see the energy come towards me and i get scared and then i feel a gentle push,5
i feel your tender kiss,5
i still feel like i need to add something more to this card he absolutely 5d it,5
i will discuss could be triggering to those of you who have experienced abuse in its many forms and for that reason i feel a gentle warning is required,5
i want to actually talk about something that i feel passionate about and this seems like a good opportunity to break a story thats been cooking for awhile,5
i feel like infallibly supporting israel and start to see the imaginary collective others as the enemy i remind myself that there too are fanatics that push and shove women sitting on the wrong side of the bus for defiantly taking a stand against segregation,5
i have received from ananda over the last years has always made me feel like a goddess and is deeply treasured but mead her latest botanical aroma alchemy tops them all,5
i feel like i am continually coming to god for a reminder and refresher of his loving kindness,5
i feel you as my best man someone who moves me touches my soul and puts fire in my body,5
im likely to spend the rest of the day feeling a bit naughty undressing strangers with my eyes and hoping that ill be back in my favourite clients bed soon,5
i too find peace and strength from nature even if its just sitting outside and closing my eyes feeling a gentle breeze the birds singing around me and listening to the talk of nature which makes me feel so alive,5
i feel like a devoted disciple with art in general,5
i took out the eyebrow piercing because i never ended up feeling much like fergie although i rather liked it,5
i will never hurt your feeling i will respect you as my girlfriend i will never stop loving you i always 5 you,5
ive seen evidence that our dog trusts us and feels loyal to us but does ozzie 5 as humans practice 5,5
i can encourage others n their advocacy efforts by telling them to do their best and to feel passionate for what they are doing to accomplish their goals in what you are advocating for,5
